,name,key,url,description,species_2nd,species_3rd,species,home_world,gender,height,eye_color,skin_color,hair_color,weight
4555,Unidentified Imperial Navy Trooper,Unidentified_Imperial_Navy_Trooper,https://starwars.fandom.com/wiki/Unidentified_Imperial_Navy_Trooper,"This male human Imperial Navy Trooper was present in Cell 2187 during Princess Leia Organa's interrogation at the hands of Darth Vader aboard the Death Star. Later he accompanied Organa and Vader to the Overbridge and witnessed the destruction of Alderaan. After coming to the realization that Organa had lied about the Rebel base being on Dantooine and realizing that he wouldn't betray Organa to Vader or Governor Wilhuff Tarkin, the trooper came to recognize that his loyalty had changed and that he had joined her Rebellion. Not too long after, the Death Star was destroyed during the Battle of Yavin.
",,,Human,,Male,,,,,
4556,Unidentified Imperial nurse,Unidentified_Imperial_nurse,https://starwars.fandom.com/wiki/Unidentified_Imperial_nurse,"During the Imperial Era, a human female nurse served the Galactic Empire on board the Death Star under the supervision of a doctor. They both served the Sith Lord Darth Vader as his personal medical caretakers. The nurse became obsessed and psychotically in love with the Dark Lord of the Sith. After the doctor discovered that she stole Vader's cape and had a container of pieces of Vader's armor and vials of his blood, the doctor sought to report it immediately. The nurse, however, escaped and found herself in Vader's meditation chamber. After confessing her love to him, Vader killed her and called the bridge to send someone to clean up the body.
",,,Human,,Female,,Blue,Light,Blonde,
4557,Unidentified Imperial officer  (Concord Dawn),Unidentified_Imperial_officer_(Concord_Dawn),https://starwars.fandom.com/wiki/Unidentified_Imperial_officer_(Concord_Dawn),"In the third year before the Battle of Yavin, a human male officer of the Galactic Empire liaised with Fenn Rau, the leader of the Protectors of Concord Dawn, on the third moon of Concord Dawn. He delivered credits to Rau and his Mandalorian warriors in exchange for their loyalty to the Empire. Rau informed the officer that the Protectors encountered Phoenix Cell, and the officer told him to report any such incidents to the Empire in the future.
",,,Human,,Male,,,Light,Light brown,
4558,Unidentified Imperial officer  (Coruscant),Unidentified_Imperial_officer_(Coruscant),https://starwars.fandom.com/wiki/Unidentified_Imperial_officer_(Coruscant),"This officer was a human male in the Galactic Empire's Officer Corps was involved in a conspiracy against Darth Vader in the early reign of the Empire. Colonel Barokki was the officer's co-conspirator, and when Vader discovered that Barokki was involved in the plot through meditation, Vader executed him and four other suspects selected at ""random"" in an auditorium on Coruscant in front of many other officers. This officer witnessed the execution and was spared. The officer was missing two fingers in his right hand.
",,,Human,,Male,,,Light,,
4559,Unidentified Imperial officer  (Dendada XVII),Unidentified_Imperial_officer_(Dendada_XVII),https://starwars.fandom.com/wiki/Unidentified_Imperial_officer_(Dendada_XVII),"A human male officer held the rank of Sergeant Major in the Galactic Empire. The Imperial officer was stationed at the Imperial Internal Affairs Outpost on Dendada XVII, where he oversaw executions. After Lieutenant Magna Tolvan was sentenced to death for receiving three demerits, the officer commanded a squad of stormtroopers for her execution. However, before Tolvan could be executed, she received a delayed promotion from the late Inspector Thanoth and reassignment to the Inspectorate. The officer congratulated Tolvan on the promotion, but still intended to execute her—however, Tolvan informed the officer that the investigative branches of the Empire operated on a four-demerit system. The officer apologetically freed Tolvan, who reprimanded him and gave him his third demerit for his failure.
",,,Human,,Male,,Blue,Light,Brown,
4560,Unidentified Imperial officer  (Eviscerator),Unidentified_Imperial_officer_(Eviscerator),https://starwars.fandom.com/wiki/Unidentified_Imperial_officer_(Eviscerator),"A human male Imperial officer served aboard the Imperial II-class Star Destroyer Eviscerator during the Galactic Civil War. The officer communicated Inferno Squad with Admiral Garrick Versio during the Battle of Endor. The officer subsequently informed Admiral Versio of the alignment of the climate disruption arrays on the planet Vardos to Admiral Garrick Versio during Operation: Cinder and contacted Agent Gideon Hask to inform him that the admiral wished to speak with him. Later, he participated in the Battle of Jakku where at the last moment he evacuated from the bridge of the Eviscerator by Versio's orders.
",,,Human,,Male,,,Light,,
4561,Unidentified Imperial officer  (Executor),Unidentified_Imperial_officer_(Executor),https://starwars.fandom.com/wiki/Unidentified_Imperial_officer_(Executor),"A male Imperial officer served aboard the Executor during the Battle of Endor. He died when Arvel Crynyd crashed his RZ-1 A-wing interceptor into the ship's bridge.
",,,Human,,Male,,Blue,Light,,
4562,Unidentified Imperial officer  (Garel),Unidentified_Imperial_officer_(Garel),https://starwars.fandom.com/wiki/Unidentified_Imperial_officer_(Garel),"This Imperial officer was stationed onboard a light cruiser over Garel. He tried to stop Ketsu Onyo and Sabine Wren from escaping in a stolen shuttle, but the cruiser's tractor beam was destroyed when the shuttle, which the two women had rigged to explode, detonated near the cruiser.
",,,Human,,Male,,,Light,Blond,
4563,Unidentified Imperial officer  (Geonosis),Unidentified_Imperial_officer_(Geonosis),https://starwars.fandom.com/wiki/Unidentified_Imperial_officer_(Geonosis),"This Imperial officer served under Captain Brunson along with a second officer in her Arquitens-class command cruiser, reporting anything that seemed unusual to her. He got slapped by Brunson when he told her that the rocket trooper squadron had suffered heavy losses.
",,,Human,,Male,,Blu,Ligh,Red,
4564,Unidentified Imperial officer  (Ibaar),Unidentified_Imperial_officer_(Ibaar),https://starwars.fandom.com/wiki/Unidentified_Imperial_officer_(Ibaar),"A Imperial officer held the rank of commander during the Blockade of Ibaar.
",,,Human,,Male,,,Light,Blonde,
4565,Unidentified Imperial officer  (Imperial Interdictor elevator),Unidentified_Imperial_officer_(Imperial_Interdictor_elevator),https://starwars.fandom.com/wiki/Unidentified_Imperial_officer_(Imperial_Interdictor_elevator),"This Imperial officer served on the Imperial Interdictor and had a run in with Rex and Kanan Jarrus, both disguised as stormtroopers to rescue Ezra Bridger, Jun Sato and the crew from the Liberator. He had a brief conversation with them, noticing Rex's armor was a little tight. Rex quietly insulted the officer, with the officer asking what he said, Kanan told him that he had a hyper-sickness and took ""565"" to the ""257"" which the officer replied that that would be the last place he'd take him since it was the commissary. 
",,,Human,,Male,,Blue,Light,Brown,
4566,Unidentified Imperial officer  (Mykapo),Unidentified_Imperial_officer_(Mykapo),https://starwars.fandom.com/wiki/Unidentified_Imperial_officer_(Mykapo),"A human male Imperial officer served under Grand Admiral Thrawn and Admiral Kassius Konstantine during the reign of the Galactic Empire. The officer was stationed on an Arquitens-class command cruiser during a skirmish over the planet Mykapo.
",,,Human,,Male,,Brown,Light,Blonde,
4567,Unidentified Imperial officer  (Nixus Hub),Unidentified_Imperial_officer_(Nixus_Hub),https://starwars.fandom.com/wiki/Unidentified_Imperial_officer_(Nixus_Hub),"An Imperial officer was present on Nixus Hub 218 in 3 BBY. He led an operation to capture two Lasat refugees, Gron and Chava, after being tipped off by the pirate Hondo Ohnaka. However, Ohnaka had also informed his friend, the rebel Ezra Bridger, a member of the Spectres, of the refugees, so they arrived just in time to attack and take out the officer and his stormtroopers, Ezra personally stunning the officer with his lightsaber-blaster. The Spectres and Ohnaka hid the unconscious officer and his troopers inside the same cargo container that Gron and Chava had been hiding in.
",,,Human,,Male,,Brown,Light,Blonde,
4568,Unidentified Imperial officer  (Quila),Unidentified_Imperial_officer_(Quila),https://starwars.fandom.com/wiki/Unidentified_Imperial_officer_(Quila),"In 4 BBY, this human male Imperial officer was sent to retrieve the prisoner Janard from a sinking freighter on the planet Quila. He and several stormtroopers confronted Janard and two rebels, Sabine Wren and Ahsoka Tano, who were attempting to rescue him. In the ensuing fight, Janard punched the officer in the face. Janard was soon shot and killed by one of the stormtroopers.
",,,Human,,Male,,Brown,Light,Brown,
4569,Unidentified Imperial officer  (Seelos system),Unidentified_Imperial_officer_(Seelos_system),https://starwars.fandom.com/wiki/Unidentified_Imperial_officer_(Seelos_system),"A human male Imperial officer served in the Seelos system during the reign of the Galactic Empire. The officer noticed a binary transmission from an old clone unit and reported it to ISB Agent Kallus.
",,,Human,,Male,,,Light,Blonde,
4570,Unidentified Imperial officer  (Sovereign),Unidentified_Imperial_officer_(Sovereign),https://starwars.fandom.com/wiki/Unidentified_Imperial_officer_(Sovereign),"This Imperial officer was stationed on Wilhuff Tarkin's Star Destroyer, the Sovereign, around 5 BBY. When the Ghost crew knocked out Bay 5, he informed Tarkin about it.
",,,Human,,Male,,,Fair,Brown,
4571,Unidentified Imperial officer  (Tellstar),Unidentified_Imperial_officer_(Tellstar),https://starwars.fandom.com/wiki/Unidentified_Imperial_officer_(Tellstar),"This Imperial officer was stationed aboard the Imperial light cruiser Tellstar above Lothal in 4 BBY. After being informed by a technician that the astromech droid courier 264 was malfunctioning, he asked what was wrong with the droid, suggesting that the technician check its decryption. ""264"" was actually the rebel droid Chopper, undercover to access the Empire's data network. Before the technician could inspect Chopper, the Corellian VCX-100 Ghost attacked the light cruiser on his signal.
",,,Human,,Male,,Blue,Light,Brown,
4572,Unidentified Imperial officer  (Tylux),Unidentified_Imperial_officer_(Tylux),https://starwars.fandom.com/wiki/Unidentified_Imperial_officer_(Tylux),"A human male officer served the Galactic Empire aboard the Star Destroyer Bellicose under Commander Tylux. The officer questioned Tylux's persistence in chasing an escaped spy of the Rebel Alliance. Tylux's desperation resulted in the Bellicose becoming disabled and falling victim to a rebel fleet, at which point Tylux ordered his crew to abandon the vessel.
",,,Human,,Male,,,Light,Brown,
4573,Unidentified Imperial officer  (Usk Minor),Unidentified_Imperial_officer_(Usk_Minor),https://starwars.fandom.com/wiki/Unidentified_Imperial_officer_(Usk_Minor),"A human male officer of the Galactic Empire was stationed at the Imperial Communication Relay on Usk Minor. When the rogue archaeologist Doctor Chelli Aphra used the communication relay to broadcast her knowledge of a supposed Rebel Alliance plot to assassinate Emperor Palpatine to the entire Imperial Officer Corps, the officer was contacted by Darth Vader, who ordered him to execute the archaeologist. However, Vader was cut off when the base's signals were jammed by Minister Pitina Voor of the Empire's Coalition for Progress, who rescued Aphra.
",,,Human,,Male,,Gray,Light,Black,
4574,Unidentified Imperial pilot  (Lothal),Unidentified_Imperial_pilot_(Lothal),https://starwars.fandom.com/wiki/Unidentified_Imperial_pilot_(Lothal),"A human male served as a pilot in the Galactic Empire approximately four years before the Battle of Yavin. He transported Zare Leonis from Lothal to Arkanis following Leonis's acceptance into the ranks of the Arkanis Academy. He unceremoniously woke Leonis, who had fallen asleep during the trip, upon their arrival. He hastened Leonis's departure, seemingly entirely unconcerned with anything except his schedule.
",,,Human,,Male,,,,,
4575,Unidentified Imperial scanning technician,Unidentified_Imperial_scanning_technician,https://starwars.fandom.com/wiki/Unidentified_Imperial_scanning_technician,"A scanning technician was stationed on the Relentless, an Imperial I-class Star Destroyer belonging to Admiral Kassius Konstantine, in 4 BBY. He operated the scanners the Star Destroyer used to inspect incoming ships, and informed the Admiral that a VCX-100 light freighter was being scanned, and that there was something odd about it. The ship came through as the Tontine, cleared for travel between Boz Pity and Lothal. When the ship was revealed as the rebel starship Ghost due to its signature modulator being damaged, the technician informed Konstantine, who ordered TIE fighters after it.
",,,Human,,Male,,Blu,Ligh,Blon,
4576,Unidentified Imperial scientist  (Nevarro),Unidentified_Imperial_scientist_(Nevarro),https://starwars.fandom.com/wiki/Unidentified_Imperial_scientist_(Nevarro),"A human male scientist worked with a remnant of the Galactic Empire led by Moff Gideon, operating at a laboratory in the planet Nevarro's Imperial base. When a group of individuals infiltrated the base, the scientist and his associate attempted to purge the laboratory's data drives before the infiltrators interrupted them. The scientist attempted to fend them off but was killed along with his associate.
",,,Human,,Male,,,Light,Dark ,
4577,Unidentified Imperial Security Bureau major,Unidentified_Imperial_Security_Bureau_major,https://starwars.fandom.com/wiki/Unidentified_Imperial_Security_Bureau_major,"A human male served as a major in the Imperial Security Bureau in the early days of the Galactic Empire, and oversaw an investigation into a bombing that killed several Coruscant underworld police officers. After the symbol of the Jedi Order was discovered on a piece of debris from the bomb site, Darth Vader was contacted, and although the major thought of Vader's presence as a courtesy, Vader quickly pulled rank on the major and ordered him to send his men to all areas near the Jedi Temple to search for evidence and signs of a Jedi.
",,,Human,,Male,,Light brown,Fair,Blonde,
4578,Unidentified Imperial Security Officer,Unidentified_Imperial_Security_Officer,https://starwars.fandom.com/wiki/Unidentified_Imperial_Security_Officer,"A human male officer served with the Imperial Security Bureau, an intelligence agency of the Galactic Empire. Early in the Iron Blockade, he conducted a contraband sweep on Burnin Konn, searching for an illegal shipment of synthetic kyber crystals. However, the young scoundrel responsible for the smuggling operation shot the Imperial officer in the back with a rat-stunner, rendering him unconscious for a time.
",,,Human,,Male,,,Fair,Black,
4579,Unidentified Imperial security officer,Unidentified_Imperial_security_officer,https://starwars.fandom.com/wiki/Unidentified_Imperial_security_officer,"A human male security officer served in a Galactic Empire remnant led by Moff Gideon, holding the rank of lieutenant. He served on an Imperial Gozanti-class cruiser, which was attacked above the moon Trask around 9 ABY by four Mandalorians led by Bo-Katan Kryze. The security officer gave updates to the Gozanti cruiser's captain and was soon ordered to begin the starship's ascent from Trask.
",,,Human,,Male,,Green,Light,Brown,
4580,Unidentified Imperial security officer  (Nevarro),Unidentified_Imperial_security_officer_(Nevarro),https://starwars.fandom.com/wiki/Unidentified_Imperial_security_officer_(Nevarro),"A human male security officer served in a Moff Gideon's remnant of the Galactic Empire, operating at the command center at a base on the planet Nevarro. Around 9 ABY, he noticed that the security feed for the shuttle bay went down and attempted to contact the shuttle bay. However, the security officer was ambushed by a group of infiltrators and choked to death by the Marshal Cara Dune.
",,,Human,,Male,,Brown,Light,Black,
4581,Unidentified Imperial sergeant,Unidentified_Imperial_sergeant,https://starwars.fandom.com/wiki/Unidentified_Imperial_sergeant,"A human male was the last Imperial sergeant on Cloud City after all of the others had either surrendered or been killed. The sergeant was in the Bolo Tanga room of Cloud City's Casino level when he was killed by Baron Administrator Lando Calrissian after rejecting the chance to surrender.
",,,Human,,Male,,,,,
4582,Unidentified Imperial shuttle co-pilot,Unidentified_Imperial_shuttle_co-pilot,https://starwars.fandom.com/wiki/Unidentified_Imperial_shuttle_co-pilot,"A human male co-pilot served in the Galactic Empire, being aboard the DS-1 Death Star Mobile Battle Station when it destroyed the planet Alderaan in 0 BBY. After the Empire was fractured into remnants, he operated with a remnant led by Moff Gideon. Around 9 ABY, he and the primary pilot aboard the Lambda-class T-4a shuttle designated Shuttle 2743 were pursued by the Firespray-31-class patrol and attack craft Slave I while ferrying Doctor Pershing.
",,,Human,,Male,,Brown,Light,,
4583,Unidentified Imperial shuttle pilot,Unidentified_Imperial_shuttle_pilot,https://starwars.fandom.com/wiki/Unidentified_Imperial_shuttle_pilot,"A human male pilot served in Moff Gideon's remnant of the Galactic Empire. Around 9 ABY, he and his co-pilot were pursued aboard the Lambda-class T-4a shuttle designated Shuttle 2743 by the Firespray-31-class patrol and attack craft Slave I while transporting Doctor Pershing. The Slave I immobilized the shuttle and clamped to it, the Mandalorian Din Djarin entering the vessel. After the co-pilot held Pershing at gunpoint, the pilot attempted to resolve the confrontation, but was shot dead by his comrade.
",,,Human,,Male,,Green,Light,,
4584,Unidentified Imperial slaver,Unidentified_Imperial_slaver,https://starwars.fandom.com/wiki/Unidentified_Imperial_slaver,"An Imperial slaver worked on the moon Cymoon 1 and was in charge of several slaves who helped keep Weapons Factory Alpha running day and night. Shortly after the Battle of Yavin a group of Rebels infiltrated the base, Luke Skywalker a young pilot and Jedi in training located the slaves and was about to free them. However the slaver had seen the Rebel hero and warned him to ""step back from the cage unless he'd like to be in one"". Skywalker tried a mind trick to change the guards mind, but due to his inexperience he only succeeded in confusing the slaver. The slaver then ignited his electro-whip and threatened to take Skywalker's ""face off."" Skywalker ignited his lightsaber, pushed past the slaver's whip and severed the guard's hand—leaving him sprawled on the ground in pain.
",,,Human,,Male,,Yellow,Light,,
4585,Unidentified Imperial technician  (Tellstar),Unidentified_Imperial_technician_(Tellstar),https://starwars.fandom.com/wiki/Unidentified_Imperial_technician_(Tellstar),"A technician served under a unidentified officer in the blockade above Lothal. When Chopper, disguised as droid 264, arrived on the light cruiser Tellstar, he told him he was late and told him to plug in. However, the data did not come in, and the technician told his officer that the droid was malfunctioning.
",,,Human,,Male,,Brown,Light,Brown,
4586,Unidentified Imperial transport captain,Unidentified_Imperial_transport_captain,https://starwars.fandom.com/wiki/Unidentified_Imperial_transport_captain,"A human male Imperial officer served as a captain aboard Transport 651. His ship was boarded by rebels in order to rescue Wookiee slaves, although it was a trap set by Agent Kallus. The ship was captured by Kallus' Star Destroyer. The officer greeted Kallus when he came aboard, and later joined Kallus on the Star Destroyer after the rebels destroyed the freighter.
",,,Human,,Male,,,Light,Blonde,
4587,Unidentified Imperial warden,Unidentified_Imperial_warden,https://starwars.fandom.com/wiki/Unidentified_Imperial_warden,"A male human worked as a warden at the Imperial Detention Center & Labor Camp LEG-817 on Wobani.
",,,Human,,Male,,,,,
4588,Unidentified interrogation officer,Unidentified_interrogation_officer,https://starwars.fandom.com/wiki/Unidentified_interrogation_officer,"An interrogation officer served at Accresker Jail. He most notably interrogated the prisoner known as Joystick Chevron with his lieutenant. Being unsuccessful at first, he then used a Bor to get to her and she revealed the presence of gundravian hookspores in the jail.
",,,Human,,Male,,Blue,Fair,Ginger,
4589,Unidentified Invincible Faith captain,Unidentified_Invincible_Faith_captain,https://starwars.fandom.com/wiki/Unidentified_Invincible_Faith_captain,"During the Galactic Civil War, a human male served in the Alliance to Restore the Republic as captain of the MC80 Star Cruiser Invincible Faith. Prior to the Battle of Endor, the captain attempted to persuade the captive Imperial Special Forces Commander Iden Versio to join the Alliance, stating that whilst the Empire was done for, she didn't have to go with it. However, she refused and escaped custody shortly after. Versio, however, did indeed end up joining the Alliance after witnessing the Empire attack her own homeworld as part of Emperor Palpatine's posthumous revenge and, a year after her encounter with the captain, quoted his words in an attempt to convince her father to leave the Empire.
",,,Human,,Male,,Brown,Light,Brown,
4590,Unidentified Irizi Aristocra,Unidentified_Irizi_Aristocra,https://starwars.fandom.com/wiki/Unidentified_Irizi_Aristocra,"A Chiss male held the title of Aristocra in the Chiss Ascendancy's Irizi family. The Aristocra served as a representative for Cadet Irizi'ar'alani when she became involved in a hearing at the Taharim Academy for the supposed cheating of Cadet Mitth'raw'nuru in a simulation. Cadet Ziara, unsure of the legitimacy of Thrawn's charges, contacted Supreme General Ba'kif, who had Thrawn re-enact the simulation with real patrol ships, proving his innocence.
",,,Chiss,,Male,,,,,
4591,Unidentified Irizi Speaker,Unidentified_Irizi_Speaker,https://starwars.fandom.com/wiki/Unidentified_Irizi_Speaker,"A Speaker represented the Irizi family in the Syndicure. He was present at the trial of Thrawn and Ar'alani, which was held because they let Mitth'ali'astov and Che'ri be captured by general Yiv.
",,,Chiss,,None,,,,,
4592,Unidentified Ishi Tib pirate,Unidentified_Ishi_Tib_pirate,https://starwars.fandom.com/wiki/Unidentified_Ishi_Tib_pirate,"An Ishi Tib pirate was a member of the Ohnaka Gang during the Clone Wars. The pirate was skeptical of Hondo Ohnaka's leadership skills and intelligence, as when told to attack a nearby ship, the Crucible, he commented that he believed Hondo wasn't going to ""mess"" with Jedi anymore. He was later sucked into space along with the other pirates by Ahsoka Tano, though likely survived, as the majority of the other pirates did.
",,,Ishi Tib,,Male,,Yellow,Green,,
4593,Unidentified Ithorian  (Apprentice Legislature),Unidentified_Ithorian_(Apprentice_Legislature),https://starwars.fandom.com/wiki/Unidentified_Ithorian_(Apprentice_Legislature),"A male Ithorian was part of the Apprentice Legislature at the same time as Princess Leia Organa of Alderaan. In 3 BBY, he took Chief Pangie's pathfinding class along with other Apprentice Legislators.
",,,Ithorian,,Male,,Brown,Mottled yellow,,
4594,Unidentified Ithorian  (Freighter 2716),Unidentified_Ithorian_(Freighter_2716),https://starwars.fandom.com/wiki/Unidentified_Ithorian_(Freighter_2716),"A female Ithorian lived during the Imperial Era. She worked as a technician, and was captured by the Galactic Empire to work on a secret project.
",,,Ithorian,,Female,,,,,
4595,Unidentified Ithorian bartender  (Nal Hutta),Unidentified_Ithorian_bartender_(Nal_Hutta),https://starwars.fandom.com/wiki/Unidentified_Ithorian_bartender_(Nal_Hutta),"An Ihorian bartender was working at a cantina in the Bilbousa Bazaar on Nal Hutta during the Clone Wars, a conflict between the Galactic Republic and the Confederacy of Independent Systems. With the help of an Ithorian translator, he was able to communicate with his patrons in Basic. When Jedi Anakin Skywalker and his Padawan Ahsoka Tano visited the bar and questioned the Ithorian about the whereabouts of bounty hunters Cad Bane, Moralo Eval, and Rako Hardeen, the bartender initially was hesitant in revealing that the trio had just passed through. Angered by the Ithorian's stalling tactics, Skywalker used the Force to make him tell the truth.
",,,Ithorian,,Male,,Black,Brown,,
4596,Unidentified Ithorian militia member,Unidentified_Ithorian_militia_member,https://starwars.fandom.com/wiki/Unidentified_Ithorian_militia_member,"An Ithorian was a commander of a militia. In 0 BBY, the individual was present at the assembled Rebel Alliance briefing on Yavin 4.
",,,Ithorian,,None,,,,,
4597,Unidentified Ithorian prisoner,Unidentified_Ithorian_prisoner,https://starwars.fandom.com/wiki/Unidentified_Ithorian_prisoner,"An Ithorian was a prisoner of the Pyke Syndicate on the planet Oba Diah during the Clone Wars, held in a prison cell, alongside a Weequay, within the Pyke Palace. At some point after being imprisoned by the Pykes, the two prisoners witnessed the pilot Trace Martez run past their cell after she escaped interrogation. When Martez was caught by a Pyke outside the prisoners' cell, the Weequay told her to set them free, and she managed to open the door while the Pyke attempted to hold her back. Free from the cell, the Ithorian incapacitated the Pyke, and the two prisoners attacked oncoming Pyke reinforcements. The Ithorian and the Weequay eventually escaped the fortress, and walked past Martez in the streets of the nearby city.
",,,Ithorian,,None,,Yellow,Brown,,
4598,Unidentified Ithorian senator,Unidentified_Ithorian_senator,https://starwars.fandom.com/wiki/Unidentified_Ithorian_senator,"An Ithorian represented Ithor in the Galactic Senate. The senator protested against the Trade Federation and the humans of the Urce sector, who claimed ownership of parts of a hyperspace route in the Lesser Plooriod Cluster that was mostly mapped out by Ithorians. The motion was opposed by a Trade Federation delegate and a senator from the Urce sector, and resulted in a failure.
",,,Ithorian,Ithor,None,,,,,
4599,Unidentified Jawa elder,Unidentified_Jawa_elder,https://starwars.fandom.com/wiki/Unidentified_Jawa_elder,"A Jawa elder was the chief of an Offworld Jawa tribe on Arvala-7, which was active shortly after the fall of the Galactic Empire. Around 9 ABY, the Jawa elder oversaw the tribe as it dismantled and stole pieces of the Razor Crest, a gunship used by a bounty hunter known as Din Djarin.
",,,Jawa,,None,,Red,,,
4600,Unidentified Jawa prisoner,Unidentified_Jawa_prisoner,https://starwars.fandom.com/wiki/Unidentified_Jawa_prisoner,"This prisoner was a Jawa who got on the bad side of the crime lord Jabba Desilijic Tiure. The Rodian bounty hunter Greedo was hired to capture them. In order to get more money out of Jabba, Greedo made a deal with the Jawa to capture them on at least three separate occasions, secretly giving them the means to escape each time.
",,,Jawa,,None,,,,,
4601,Unidentified Jedi  (Vyndal),Unidentified_Jedi_(Vyndal),https://starwars.fandom.com/wiki/Unidentified_Jedi_(Vyndal),"A female human member of the Jedi Order flew a Eta-2 Actis-class light interceptor with an astromech droid. At some point the starship crashed on the planet Vyndal, with the Jedi dead in the cockpit and the astromech destroyed. The human immigrant Yeleb later found the crashed ship and took the Jedi's lightsaber, which he then used to protect the village he lived in.
",,,Human,,Female,,,Light,,
4602,Unidentified Jedi Padawan  (Grievous),Unidentified_Jedi_Padawan_(Grievous),https://starwars.fandom.com/wiki/Unidentified_Jedi_Padawan_(Grievous),"This Padawan was a Jedi of the Jedi Order and trained under a Mikkian master. During the Clone Wars, the Padawan and their master were on the jungle planet of Ledeve to look into the world's Jedi Temple, although they were confronted by Grievous, a Separatist cyborg general. Grievous killed the master before slaying the Padawan and learning of the temple.
",,,Human,,None,,,,,
4603,Unidentified Jedi youngling,Unidentified_Jedi_youngling,https://starwars.fandom.com/wiki/Unidentified_Jedi_youngling,"A human male Jedi youngling came to be trained by the Jedi Order sometime before the end of the Clone Wars. In 19 BBY, he was present at the Jedi Temple on Coruscant when the newly appointed Sith Lord Darth Vader led an attack against the Jedi. The young boy was slain by Vader within the Jedi Council Chamber, becoming one of the first victims of the Great Jedi Purge.
",,,Human,,Male,,Blue,Fair,Blond,
4604,Unidentified Kajain'sa'Nikto,Unidentified_KajainsaNikto,https://starwars.fandom.com/wiki/Unidentified_Kajain%27sa%27Nikto,"A male Kajain'sa'Nikto bounty hunter fought against Din Djarin in an attempt to capture Grogu, on the desert planet of Tatooine. He was accompanied by three other hunters; Biran Redben, a helmeted humanoid male and a small alien of the same species as Scrapjaw Motito. They were unsuccessful in their attempt, and the male Nikto was knocked out by the Mandalorian.
",,,Kajain'sa'Nikto,,Male,,Brown,Light brown,,
4605,Unidentified Kajain'sa'Nikto's ally 2,Unidentified_KajainsaNiktos_ally_2,https://starwars.fandom.com/wiki/Unidentified_Kajain%27sa%27Nikto%27s_ally_2,"A male bounty hunter was the ally of Biran Redben and a group of two other hunters, a Kajain'sa'Nikto and a short alien similar in appearance to Scrapjaw Motito. He, alongside three of his companions, attempted to capture Grogu from the Mandalorian bounty hunter Din Djarin, but was ultimately defeated.
",,,Humanoid,,Male,,,Pale,Brown,
4606,Unidentified Karkarodon,Unidentified_Karkarodon,https://starwars.fandom.com/wiki/Unidentified_Karkarodon,"This Karkarodon was imprisoned in the Republic Judiciary Central Detention Center.
",,,Karkarodon,,Male,,Black,White,,
4607,Unidentified Kath shopkeeper,Unidentified_Kath_shopkeeper,https://starwars.fandom.com/wiki/Unidentified_Kath_shopkeeper,"A Kath male shopkeeper owned a shop on the Five Points station.
",,,Kath,,Male,,,,,
4608,Unidentified Kel Dor gambler,Unidentified_Kel_Dor_gambler,https://starwars.fandom.com/wiki/Unidentified_Kel_Dor_gambler,"A Kel Dor gambler was present at the establishment Winker's on the Cerberon system planet Verzan during the New Republic's campaign in the system. The Kel Dor and another gambler, a Vurk, attempted to scam the New Republic pilot Chass na Chadic of her B-wing starfighter.
",,,Kel Dor,,None,,,,,
4609,Unidentified King of Shu-Torun,Unidentified_King_of_Shu-Torun,https://starwars.fandom.com/wiki/Unidentified_King_of_Shu-Torun,"A king ruled the planet Shu-Torun during the Galactic Civil War. Following the Battle of Yavin, the king was on the verge of dying. Thus, he gave his three children their future positions. He then sent his daughter, Trios, to meet with the Sith Lord Darth Vader. During the ball, the king sent assassins to kill Vader. However, they failed in their mission. When Vader was able to avoid another trap, the king became frustrated. He, along with his guards and two eldest children, Monthan and Hollian, were eventually killed by Vader's assassin droids, 0-0-0 and BT-1. Having liquidated most of the royal family, Vader appointed Trios as the new monarch of Shu-Torun, granting her the title of queen along with her father's crown.
",,,Human,Shu-Torun,Male,,Dark,Fair,White,
4610,Unidentified Klatooinian raider captain,Unidentified_Klatooinian_raider_captain,https://starwars.fandom.com/wiki/Unidentified_Klatooinian_raider_captain,"A Klatooinian served as the captain of a group of raiders. The Klatooinian led a number of attacks on a farming village on the planet Sorgan. When the villagers requested assistance in dealing with the attacks, the bounty hunter known as the Mandalorian and the ex-shock trooper Carasynthia Dune provoked the Klatooinians, leading to a skirmish in which their AT-ST was destroyed and the leader was killed by the farmers Caben and Stoke. Having been defeated, the remaining Klatooinians fled, ceasing their attacks on the village.
",,,Klatooinian,,None,,Dark,Gray,,
4611,Unidentified Koorivar captain,Unidentified_Koorivar_captain,https://starwars.fandom.com/wiki/Unidentified_Koorivar_captain,"This Koorivar captain owned a YT-1000 freighter called the Reticent, which he used to ferry various goods across the galaxy. He had two Sy Myrthian crew including a navigator. Three years before the events of Berch Teller's insurgency, The Koorivar captain bought the freighter from a human information broker on Lantillies named Knotts, who was a member of Teller's rebel cell. Following the Battle in the Phindar system, Knotts sent the Koorivar captain and his ship as decoys to the Obroa-skai system to throw the Galactic Empire off Teller's scent. However, the Reticent and her crew were captured by Moff Wilhuff Tarkin and Darth Vader, who interrogated the captain and learned about Knotts and Teller's rebel cell.
",,,Koorivar,,Male,,,,,
