Name,Link,Descr,Gender,Species/Race,Blood,School,Profession
Pinky,https://www.hp-lexicon.org/character/pinky/,"Pinky was a creature receiving care in Newt Scamander’s basement menagerie. Newt’s assistant, Bunty, gave Pinky nose drops (CG). ",Male,unknown,Unknown,Unknown,Unknown
Pius Thicknesse,https://www.hp-lexicon.org/character/pius-thicknesse/,"Pius Thicknesse was the head of the Department of Magical Law Enforcement (DH1) until the death of Rufus Scrimgeour, after which he became Minister for Magic (DH13). Unfortunately, he had been placed under the Imperius Curse by the Death Eater Yaxley earlier in the summer (DH1), which… ",Male,wizard,Unknown,Unknown,"Head of the Department of Magical Law Enforcement, Minister for Magic"
platform guard,https://www.hp-lexicon.org/character/platform-guard/,"The platform guard at King’s Cross station was a Muggle who was unaware of Hogwarts and unable to give Harry any useful information when he tried to find out how to get to the Hogwarts Express. After the Dursleys leave Harry near the clearly marked Platforms 9 and 10, he… ",Male,muggle,Muggle,Unknown,Platform guard
Yardley Platt,https://www.hp-lexicon.org/character/yardley-platt/,Yardley Platt was a serial goblin-killer (FW). ,Male,wizard,Unknown,Unknown,Unknown
Samuel Plunkett,https://www.hp-lexicon.org/character/samuel-plunkett/,"Wizard of the 16th century who had been persecuted by a village, so for revenge he poured Shrinking Solution down their well and spent the day chasing tiny villagers while wearing hobnail boots (BoP)… ",Male,wizard,Unknown,Unknown,Unknown
Royden Poke,https://www.hp-lexicon.org/character/royden-poke/,Royden Poke was a wizard employed at the Ministry of Magic in the Department for the Regulation and Control of Magical Creatures (DP3). ,Male,wizard,Unknown,Unknown,"Department for the Regulation and Control of Magical Creatures, Ministry of Magic"
Poliakoff,https://www.hp-lexicon.org/character/poliakoff/,Poliakoff was an untidy male Durmstrang student who came to Hogwarts in 1994 as a part of his school’s delegation for the Triwizard Tournament (GF16). ,Male,wizard,Unknown,Durmstrang - Student,Unknown
Mrs. Polkiss,https://www.hp-lexicon.org/character/mrs-polkiss/,,Female,unknown,Unknown,Unknown,Unknown
Pomona Sprout,https://www.hp-lexicon.org/character/pomona-sprout/,"Pomona Sprout was a squat little witch with fly-away gray hair who taught Herbology at Hogwarts. In the greenhouses, Sprout had to deal with a wide variety of magical plants, some of which were very strange and even dangerous. She handled them all with aplomb, even the Venomous Tentacula. Her… ",Female,witch,Unknown,Hogwarts - Staff\Hogwarts - Hufflepuff ,Herbology Professor
Poppy,https://www.hp-lexicon.org/character/poppy/,Poppy was a Bowtruckle in Newt Scamander’s case (WFT). ,NaN,bowtruckle,Unknown,Unknown,Unknown
Poppy Pomfrey,https://www.hp-lexicon.org/character/poppy-pomfrey/,"The Hogwarts school matron (U.S.: “nurse”), who is very adept with curing spells, potions, herbs, and other remedies. Harry thinks of her as “a nice woman, but very strict” (PS17). Among other things we’ve seen her regrow bones (CS10), cure a poisonous dragon bite (PS14), fix Eloise… ",Female,witch,Unknown,Hogwarts - Staff,Healer
Quong Po,https://www.hp-lexicon.org/character/quong-po/,"A Chinese dragonologist, Quong Po studied Liondragons (Chinese Fireballs) and discovered the uses of their powdered eggs (FW). ",Male,wizard,Unknown,Unknown,dragonologist
Tina Goldstein,https://www.hp-lexicon.org/character/scamander-family/porpentina-goldstein-scamander/,Porpentina “Tina” Goldstein was a witch who worked as an Auror for the MACUSA in 1920s New York. Tina was temporarily removed from her position as an Auror after attacking a No-Maj who was beating her young adult son. After this incident she was assigned as a Federal Wand… ,Female,witch,Half-blood,Ilvermorny - Thunderbird,"MACUSA Auror, Federal Wand Permit Officer"
Portkey Tout,https://www.hp-lexicon.org/character/portkey-tout/,"The Portkey Tout is described as “a slightly sinister figure … all black tattered robes.” The Portkey he has (a rusty bucket) is apparently time controlled as he counts down the time as Newt Scamander attempts to haggle the price. Originally, Newt had been quoted 30 Galleons to… ",NaN,unknown,Unknown,Unknown,Unknown
"Henry ""Harry"" Potter",https://www.hp-lexicon.org/character/potter-family/henry-potter/,Henry “Harry” Potter was a member of the Wizengamot from 1913 to 1921 and great-grandfather of Harry James Potter (Pm). ,Male,unknown,Unknown,Unknown,Member of the Wizengamot
Mrs. Potter nee Fleamont,https://www.hp-lexicon.org/character/mrs-potter-nee-fleamont/,,Female,unknown,Unknown,Unknown,Unknown
Prendergast,https://www.hp-lexicon.org/character/prendergast/,"Prendergast was a professor at Hogwarts at the time of Leta Lestrange and Newt Scamander (CG). Professor Prendergast must not have been a fan of Newt’s love for all creatures because he gave Newt a month’s detention for saying “there are no strange creatures, only blinkered people,” a quote which… ",Male,wizard,Unknown,Hogwarts - Staff,"Hogwarts Professor, subject unknown"
Mr. Prentice,https://www.hp-lexicon.org/character/mr-prentice/,,NaN,unknown,Unknown,Unknown,Unknown
Pringle,https://www.hp-lexicon.org/character/pringle/,Pringle was a Beater for the United States National Team at the 2014 Quidditch World Cup. ,NaN,wizard or witch,Unknown,Unknown,Quidditch player (Beater)
D.J. Prod,https://www.hp-lexicon.org/character/prod-family/d-j-prod/,Warlock living in Didsbury who was excited about the Kwikspell course (CS8) Probably the same person as the late Demetrius J. Prod (DP2)  … ,Male,wizard,Unknown,Unknown,Unknown
Mrs. Prod,https://www.hp-lexicon.org/character/prod-family/mrs-prod/,"Wife of warlock D.J. Prod mentioned in a testimonial for Kwikspell, living in Didsbury (CS8) Probably the same person as Elsie Prod (DP2)… ",Female,witch,Unknown,Unknown,Unknown
Professor Mordicus Egg,https://www.hp-lexicon.org/character/professor-mordicus-egg/,,NaN,unknown,Unknown,Unknown,Unknown
Quirinus Quirrell,https://www.hp-lexicon.org/character/quirinus-quirrell/,"Quirinus Quirrel was a young wizard with a “brilliant mind,” was a professor of Muggle Studies, and later of Defence Against the Dark Arts, at Hogwarts (PS5, BLC). In between holding these two posts he took a year off to gain experience dealing with Dark Arts… ",Male,wizard,Half-blood,Hogwarts - Ravenclaw,"Defence Against the Dark Arts professor, previously Muggle Studies (BLC)"
Professor Tofty,https://www.hp-lexicon.org/character/professor-tofty/,"Professor Tofty was a member of the Wizarding Examinations Authority, one of the examiners for O.W.L. exams at Hogwarts in 1996. He was the examiner for Harry during his practical Astronomy, Charms, and Defense Against the Dark Arts O.W.L.s and History of Magic theory O.W.L. (OP31). ",Male,wizard,Unknown,Unknown,Examiner
Professor Vector,https://www.hp-lexicon.org/character/professor-vector/,"Professor Vector was the Arithmancy professor at Hogwarts. She had a reputation for being a strict teacher and was known to give a lot of complicated homework. Hermione Granger loved her class, but others were a bit less enthusiastic about taking Arithmancy from Vector (PA12, GF13, HBP24). ",NaN,witch,Unknown,Hogwarts - Staff,Arithmancy teacher
Proudfoot,https://www.hp-lexicon.org/character/proudfoot/,"Proudfoot was an individual who worked as an auror for the Ministry of Magic. Along with fellow aurors Tonks, Dawlish, and Savage, Proudfoot was stationed at Hogwarts during Harry Potter’s sixth year (HBP8). ",NaN,witch or wizard,Unknown,Unknown,Auror
Prudence,https://www.hp-lexicon.org/character/prudence/,Prudence was the sister of Modesty Rabnott. She lived in Aberdeen (QA4). ,Female,unknown,Unknown,Unknown,Unknown
Quintia Qarase,https://www.hp-lexicon.org/character/quintia-qarase/,Quintia Qarase was a Beater on Fiji’s National Team at the 2014 Quidditch World Cup. ,Female,witch,Unknown,Unknown,Quidditch player (Beater)
Samuel G. Quahog,https://www.hp-lexicon.org/character/samuel-g-quahog/,Samuel G. Quahog was President of the Magical Congress of the United States in 2014. ,Male,wizard,Unknown,Unknown,President of the MACUSA
Queenie Greengrass,https://www.hp-lexicon.org/character/queenie-greengrass/,"Queenie Greengrass was a student in Harry’s year at Hogwarts according to Rowling’s list of “original forty” students (ClassList). The name doesn’t appear anywhere in canon, although a student named Daphne Greengrass does appear, which suggests that Rowling may have changed the name. ",NaN,unknown,Pure blood,Hogwarts - Slytherin,Unknown
Queen Victoria,https://www.hp-lexicon.org/character/queen-victoria/,"Muggle Queen of the United Kingdom and Empress of India, from June 1837 to until her death in January 1901. She served longer than any other monarch of the royal family, and her reign was known as the Victorian era. ",Female,muggle,Muggle,Unknown,Queen and Empress of the British Empire
Quentin Trimble,https://www.hp-lexicon.org/character/quentin-trimble/,Quentin Trimble was the author of The Dark Forces: A Guide to Self Protection (PS5). ,Male,wizard,Unknown,Unknown,Author
Quigley,https://www.hp-lexicon.org/character/quigley/,Quigley was a Beater on Ireland’s National Team at the 1994 Quidditch World Cup. ,Male,wizard,Unknown,Unknown,Quidditch player (Beater)
Quintius Umfraville,https://www.hp-lexicon.org/character/quintius-umfraville/,"Quintius Umfraville was the author of the book The Noble Sport of Warlocks, a seventeenth-century description of the game of Quidditch. His book describes a pitch with scoring areas – which simplified the Keeper’s role – and baskets mounted on higher goalposts than previously recorded (QA6). ",Male,wizard,Unknown,Unknown,Author
Quintus Harcourt,https://www.hp-lexicon.org/character/quintus-harcourt/,,Male,unknown,Unknown,Unknown,Unknown
Rabastan Lestrange,https://www.hp-lexicon.org/character/lestrange-family/rabastan-lestrange/,"Rabastan Lestrange was a Slytherin student in the early 1979s and a Death Eater thereafter. He was the brother of Rodolphus Lestrange (GF30, OP6). Rabastan and his brother Rodolphus were captured by the Ministry of Magic after their attack on the Longbottoms (November or December 1981) and given a… ",Male,wizard,Pure blood,Hogwarts - Slytherin,Unknown
Urquhart Rackharrow,https://www.hp-lexicon.org/character/urquhart-rackharrow/,Urquhart Rackharrow invented the Entrail-Expelling Curse in the 1600s. A portrait of him hung in the Dai Llewellyn Ward at St. Mungo’s (OP22). ,Male,wizard,Unknown,Unknown,Unknown
Raczidian,https://www.hp-lexicon.org/character/raczidian/,"Raczidian was a Dark wizard who lived in a castle guarded by Dementors (BoS). In a nearby village lived a girl named Eliana and Raczidian chose her for his bride, but her parents refused. In anger, Raczidian sent the Dementors to attack the village, and the wizards who lived there… ",Male,wizard,Unknown,Unknown,Unknown
Radolphus Pittiman,https://www.hp-lexicon.org/character/radolphus-pittiman/,"Radolphus Pittiman was an author who wrote a biography of Uric the Oddball. Pittiman noted that Uric’s attempt to walk through walls, based on his believing that he had become a ghost, resulted in a ten-day long concussion (FB). ",Male,wizard,Unknown,Unknown,Biographer
Radulf,https://www.hp-lexicon.org/character/radulf/,,Male,unknown,Unknown,Unknown,Unknown
Rafael Santos,https://www.hp-lexicon.org/character/rafael-santos/,Rafael Santos was a Beater for Brazil’s National Team at the 2014 Quidditch World Cup. ,Male,wizard,Unknown,Unknown,Quidditch player (Beater)
Ragnok the Pigeon-Toed,https://www.hp-lexicon.org/character/ragnok-the-pigeon-toed/,"Ragnok the Pigeon-Toed was an activist for Goblin rights and the author of Little People, Big Plans (DP3). ",Male,goblin,Unknown,Unknown,Author
Ragnuk the First,https://www.hp-lexicon.org/character/ragnuk-the-first/,"Ragnuk the First was a goblin king and one of the goblins who made the Sword of Gryffindor (DH25). After delivering the sword to Gryffindor, Ragnuk conspired to steal it back. Ragnuk spread the lie that Gryffindor had stolen the sword and sent goblins to steal it back. However, Gryffindor… ",Male,goblin,Unknown,Unknown,King of the goblins
Ralston Potter,https://www.hp-lexicon.org/character/potter-family/ralston-potter/,,Male,unknown,Unknown,Unknown,Unknown
Randolph Keitch,https://www.hp-lexicon.org/character/randolph-keitch/,,Male,unknown,Unknown,Unknown,Unknown
Randolph Spudmore,https://www.hp-lexicon.org/character/spudmore-family/randolph-spudmore/,"Randolph Spudmore is the innovative designer of the popular Firebolt broom. He is the son of Able Spudmore of Ellerby & Spudmore, broom manufacturers of the Swiftstick and Tinderblast models (MagSp). The design and manufacture of the Firebolt broom was his secret project, released in 1993. Even now… ",Male,wizard,Unknown,Unknown,Broom designer and manufacturer
Rapier,https://www.hp-lexicon.org/character/rapier/,,Male,unknown,Unknown,Unknown,Unknown
Xavier Rastrick,https://www.hp-lexicon.org/character/xavier-rastrick/,Xavier Rastrick was a famous wizard entertainer. In 1836 he vanished unexpectedly while tap dancing for a crowd of 300 in Painswick and was never seen again (FW). ,Male,wizard,Unknown,Unknown,Entertainer/performer/tap dancer
Rowena Ravenclaw,https://www.hp-lexicon.org/character/rowena-ravenclaw/,"Rowena Ravenclaw was the founder of Ravenclaw House and one of the co-founders of Hogwarts, described as one of “the four greatest witches and wizards of the age” (along with the other three founders) (CS9). ",Female,witch,Unknown,Hogwarts - Staff,Teacher; co-founder of Hogwarts and founder of Ravenclaw House
Rawya Zaghloul,https://www.hp-lexicon.org/character/rawya-zaghloul/,Rawya Zaghloul played Seeker for the Egyptian National Team in 2002. Zaghloul beat Viktor Krum to the Snitch in the final match of the 2002 Quidditch World Cup tournament (Pm). ,Female,witch,Unknown,Unknown,Quidditch player (Seeker)
Receptionist,https://www.hp-lexicon.org/character/receptionist/,The receptionist at the French Ministry of Magic was a witch who worked reception on the French Ministry’s main floor (CG). ,Female,witch,Unknown,Unknown,Receptionist
Red,https://www.hp-lexicon.org/character/red/,Red was a Goblin bellboy who operated an elevator at MACUSA during the winter of 1926. Red used a long clawed stick to reach an elevator button to the Major Investigation Department that was above his head. He took Porpentina Goldstein and Newt Scamander to the Major Investigation Department despite an initial… ,Male,goblin,Unknown,Unknown,MACUSA bellboy
Regulus Black (1906),https://www.hp-lexicon.org/character/black-family/regulus-black-1906/,Son of Sirius Black and Hesper Gamp. Regulus had two older siblings: an brother Arcturus (1901-1991) and an sister Lycoris (1904-1965) (BFT). He was not married and had no children (BFT). ,Male,wizard,Unknown,Unknown,Unknown
Mr. and Mrs. Riddle,https://www.hp-lexicon.org/character/mr-and-mrs-riddle/,"Grandparents of Tom Riddle Jr. (Voldemort) and parents of Tom Riddle Sr. Mr. and Mrs. Riddle were wealthy landowners whose mansion overlooked the small village of Little Hangleton. They, along with their son Tom Riddle Sr., were found murdered in their house in the summer of 1943. ",NaN,muggles,Muggle,Unknown,Wealthy landowners
Tom Marvolo Riddle,https://www.hp-lexicon.org/character/riddle-family/tom-riddle/,"Tom Marvolo Riddle was a gifted young wizard born of a witch mother (Merope Gaunt) and a Muggle father (Tom Riddle, Sr.) on December 31, 1926. His mother had fallen in love with his father, who was a Muggle, and tricked him into marrying her with a… ",Male,wizard,Half-blood,Hogwarts - Slytherin,Clerk with Borgin and Burkes
Rionach Sayre,https://www.hp-lexicon.org/character/sayre-family/rionach-sayre/,"Rionach Sayre was the mother of Ilvermorny founder Isolt Sayre. She was a Pure-blood Irish witch descended from Salazar Slytherin through the line of Gaunt. Her husband William Sayre was also a Pure-blood descended from the famous witch Morrigan, but the couple was friendly with Muggles and raised their daughter… ",Female,witch,Pure blood,Unknown,Unknown
Rionach Steward,https://www.hp-lexicon.org/character/rionach-steward/,"The youngest of twin daughters born to Isolt Sayre and James Steward, Rionach was named for her maternal grandmother. During the attack on Ilvermorny when she and her sister Rioach were babies, it was their frightened screams that broke the curse upon their parents and thwarted Gormlaith Gaunt’s plans. As… ",Female,unknown,Half-blood,Unknown,Defence Against the Dark Arts teacher
Ripper,https://www.hp-lexicon.org/character/ripper-2/,"Ripper was a bulldog owned by Marge Dursley. He liked to take his tea from Aunt Marge’s saucer. He always traveled with Marge because he “pines” if he is away from her. Marge had twelve dogs, but Ripper seemed to be her favourite (PA2). Ripper did not seem to… ",Male,bulldog,Unknown,Unknown,Unknown
Rita Skeeter,https://www.hp-lexicon.org/character/rita-skeeter/,Rita Skeeter is a reporter for the Daily Prophet who is known for her rubbishy exposés of well-known wizards. She uses a Quick-Quotes Quill to write in flowery prose filled with innuendos and veiled accusations (GF18). Rita was a reporter at the Death Eater trials after the… ,Female,witch,Unknown,Unknown,writer
River,https://www.hp-lexicon.org/character/river/,,Male,unknown,Unknown,Unknown,Unknown
Robert Hilliard,https://www.hp-lexicon.org/character/robert-hilliard/,,Male,unknown,Unknown,Unknown,Unknown
"Robert McGonagall, Jr.",https://www.hp-lexicon.org/character/mcgonagall-family/robert-mcgonagall-jr/,Youngest brother to Minerva McGonagall. He was killed during Voldemort’s first rise to power. ,Male,unknown,Half-blood,Unknown,Unknown
Mrs. Roberts,https://www.hp-lexicon.org/character/mrs-roberts/,,Female,unknown,Unknown,Unknown,Unknown
Mr. Roberts,https://www.hp-lexicon.org/character/mr-roberts/,Mr. Roberts is a Muggle man who worked as the campsite manager for the 1994 Quidditch World Cup. ,Male,muggle,Muggle,Unknown,Campsite manager
two Roberts children,https://www.hp-lexicon.org/character/two-roberts-children/,,NaN,unknown,Unknown,Unknown,Unknown
Roddy Pontner,https://www.hp-lexicon.org/character/roddy-pontner/,,Male,unknown,Unknown,Unknown,Unknown
Rodent,https://www.hp-lexicon.org/character/rodent/,,Male,unknown,Unknown,Unknown,Unknown
Roderick Plumpton,https://www.hp-lexicon.org/character/roderick-plumpton/,Seeker for the England National Team and the Tutshill Tornados. Holds British record for fastest capture of Golden Snitch during game: three and a half seconds. This happened in 1921 and the move he used to make the catch is now called the Plumpton Pass. ,Male,unknown,Unknown,Unknown,Unknown
Rodolphus Lestrange,https://www.hp-lexicon.org/character/lestrange-family/rodolphus-lestrange/,"Rodolphus Lestrange was a Slytherin student in the early 1970s (GF27) and a Death Eater thereafter. He was the brother of Rabastan, husband of Bellatrix (GF27, GF30, OP6). Rodolphus and his brother Rabastan were captured by the Ministry of Magic after their attack on the Longbottoms… ",Male,wizard,Pure blood,Hogwarts - Slytherin,Unknown
Rolf Scamander,https://www.hp-lexicon.org/character/scamander-family/rolf-scamander/,"Rolf Scamander was the grandson of Newt and Tina Scamander. Facts and appearances He married Luna Lovegood (BLC, YL) and Rita Skeeter notes that he was surprised by the flamboyant dress she wore for their wedding (Pm:Quidditch). He and Luna have twin sons, Lorcan and Lysander (YL,… ",Male,wizard,Unknown,Unknown,Magizoologist
Romilda Vane,https://www.hp-lexicon.org/character/romilda-vane/,"Romilda Vane was a Gryffindor, two years behind Harry Potter at Hogwarts, who went to great lengths to try to win his heart. She had dark eyes and long, dark hair. Romilda made it very obvious in her fourth year that she was pursuing Harry Potter (HBP7). Among other… ",Female,witch,Unknown,Hogwarts - Gryffindor,Unknown
Romulus,https://www.hp-lexicon.org/character/romulus/,"One of the twin founders of Rome, along with his brother Remus. According to legend, they were raised by wolves. ",Male,muggle,Unknown,Unknown,Unknown
Ron Weasley,https://www.hp-lexicon.org/character/weasley-family/ron-weasley/,"Ron Weasley is Harry Potter’s best friend and the youngest son of Molly and Arthur Weasley. The story of Ron’s life is one of being overshadowed by his family and friends, yet it is Ron’s heart and humor that have solidified his friendships and given those around him the support they needed… ",Male,wizard,Pure blood,Hogwarts - Gryffindor,"Auror, also worked with his brother George at Weasley's Wizard Wheezes"
Ronan,https://www.hp-lexicon.org/character/ronan/,"Red-haired Centaur who talked to Hagrid during the search for the wounded unicorn (May 1992). Ronan was present also when Harry, Hermione, and Hagrid entered the forest to visit Grawp (OP30). ",Male,centaur,Unknown,Unknown,Unknown
Roonil Wazlib,https://www.hp-lexicon.org/character/roonil-wazlib/,,Male,unknown,Unknown,Unknown,Unknown
Rosalind Antigone Bungs,https://www.hp-lexicon.org/character/rosalind-antigone-bungs/,Rosalind Antigone Bungs was an individual whose name Hermione Granger encountered in a Hogwarts library book while researching who R.A.B. might be (HBP30). ,Female,unknown,Unknown,Unknown,Unknown
Rose Zeller,https://www.hp-lexicon.org/character/rose-zeller/,,Female,unknown,Unknown,Unknown,Unknown
Rowle,https://www.hp-lexicon.org/character/rowle-family/rowle/,,Male,unknown,Unknown,Unknown,Unknown
Thorfinn Rowle,https://www.hp-lexicon.org/character/rowle-family/thorfinn-rowle/,"Thorfinn Rowle was a huge, blonde Death Eater during the second war with Voldemort. During the Battle of the Astronomy Tower, Rowle was part of the group that invaded Hogwarts where he did tremendous damage (HBP27). It was his Avada Kedavra that killed fellow Death Eater Gibbon when it missed Lupin. Rowle… ",Male,wizard,Unknown,Unknown,Unknown
J. K. Rowling,https://www.hp-lexicon.org/character/j-k-rowling/,,NaN,unknown,Muggle,Unknown,Unknown
Roxanne Weasley,https://www.hp-lexicon.org/character/weasley-family/roxanne-weasley/,Roxanne is the youngest child of Fred and Angelina. ,Female,wizard,Unknown,Unknown,unknown
Royal,https://www.hp-lexicon.org/character/royal/,,Male,unknown,Unknown,Unknown,Unknown
Rubeus Hagrid,https://www.hp-lexicon.org/character/hagrid-family/rubeus-hagrid/,"Rubeus Hagrid is a half-giant with shaggy hair and a “wild, tangled beard” (PS1) who serves as the Keeper of Keys and Grounds, Gamekeeper, and Care of Magical Creatures professor at Hogwarts (PS4, PA6). He is excessively fond of “interesting creatures” — that anyone else would call… ",Male,half-giant wizard,Half-blood,Hogwarts - Staff\Hogwarts - Gryffindor,"Keeper of the Keys and Grounds, Gamekeeper, Care of Magical Creatures teacher"
Ruby,https://www.hp-lexicon.org/character/ruby/,"Ruby was a witch who dated Sam, a fellow MACUSA employee (WFT). ",Female,witch,Unknown,Unknown,MACUSA Employee
Rudolph Spielman,https://www.hp-lexicon.org/character/rudolph-spielman/,"In 1927, Auror Rudolph Spielman arrived at MACUSA Headquarters in New York City to take charge of prisoner Gellert Grindelwald so he could be brought back to Europe to answer for his crimes there. As Spielman and other Aurors were escorting the prisoner in a Thestral-drawn carriage across… ",Male,wizard,Unknown,Unknown,Auror
Rufus Scrimgeour,https://www.hp-lexicon.org/character/rufus-scrimgeour/,"Rufus Scrimgeour was head of the Auror Office of the Ministry of Magic when he was tapped to replace Cornelius Fudge as Minister of Magic. Scrimgeour took over at a dangerous time, when the return of Voldemort had been revealed and the Wizarding world was in turmoil. ",Male,wizard,Unknown,Unknown,Minister for Magic
Runcorn,https://www.hp-lexicon.org/character/runcorn/,"This last name appears in the draft of the classlist of Harry’s year that J.K. Rowling displayed during the “Harry Potter and Me” TV interview (HPM). However this student cannot be firmly considered canon since Runcorn was not included on the “Original Forty” list posted on Pottermore (Pm). Interestingly, in… ",Male,wizard,Unknown,Unknown,Unknown
Rupert 'Axebanger' Brookstanton,https://www.hp-lexicon.org/character/rupert-axebanger-brookstanton/,Rupert ‘Axebanger’ Brookstanton was an individual whose name Hermione Granger encountered in a Hogwarts library book while researching who R.A.B. might be (HBP30). ,Male,wizard,Unknown,Unknown,Unknown
Rutherford Poke,https://www.hp-lexicon.org/character/rutherford-poke/,"A Healer and spokeswizard for St Mungo’s. In 2010, Poke stated that the Wizarding public needed to stop trying to create imitation Floo Powder and blowing themselves “out of the chimney.”… ",Male,wizard,Unknown,Unknown,Healer
Ryuichi Yamaguchi,https://www.hp-lexicon.org/character/ryuichi-yamaguchi/,Ryuichi Yamaguchi was a Chaser for Japan’s National Team at the Quidditch World Cup. tournament in 2014 (Pm). Yamaguchi was one of the three Chasers in the talented Japanese team at the 2014 tournament (Pm). The Japanese team won their first match against Poland and the quarter-final… ,Male,wizard,Unknown,Mahoutokouro,Quidditch player (Chaser)
Sacharissa Tugwood,https://www.hp-lexicon.org/character/sacharissa-tugwood/,Sacharissa Tugwood was an inventor of Beautifying Potions and the discoverer of the pimple-curing properties of bubotuber pus (FW). ,Female,witch,Unknown,Unknown,Unknown
Sally Smith,https://www.hp-lexicon.org/character/sally-smith/,"Sally Smith was one of the original forty students at Hogwarts that J.K. Rowling created. She never appeared in canon, but did appear in the BBC interview with J.K. Rowling in 2001, Harry Potter and Me. Her name also appears in a new writing from J.K. Rowling on Pottermore,… ",Female,witch,Unknown,Hogwarts - Student,Unknown
Sam,https://www.hp-lexicon.org/character/sam/,"Sam was a MACUSA Obliviator at the time of Newt Scamander’s visit to New York. Sam dated a fellow MACUSA worker named Ruby and was apparently involved with another witch, named Cecily, at the same time. Queenie’s knowledge of this secret (through Legilimency) allowed her to use blackmail to rescue Jacob… ",Male,wizard,Unknown,Unknown,Obliviator
Samson Wiblin,https://www.hp-lexicon.org/character/samson-wiblin/,"Samson Wiblin was the favorite to win the All-England Wizarding Duelling Competition in 1430, but he was defeated by Alberta Toothill and her Blasting Curse (FW). ",Male,wizard,Unknown,Unknown,Unknown
Sanguini,https://www.hp-lexicon.org/character/sanguini/,"Sanguini was a vampire and a friend of Eldred Worple, with whom he attended Professor Slughorn’s Christmas Party. During the party, Worple had to keep an eye on Sanguini just to be sure he did not try to attack anyone (HBP15). ",Male,vampire,Unknown,Unknown,Unknown
Selina Sapworthy,https://www.hp-lexicon.org/character/selina-sapworthy/,"Selina Sapworthy was the author of Xylomancy, a guide to divination by using twigs (Pm). ",Female,witch,Unknown,Unknown,Author
Savage,https://www.hp-lexicon.org/character/savage/,"Savage was an auror who was stationed at Hogwarts during Harry Potter’s sixth year along with colleagues Tonks, Dawlish, and Proudfoot (HBP8). ",NaN,witch/wizard,Unknown,Unknown,Auror
Sayre Family,https://www.hp-lexicon.org/character/sayre-family/,"A Wizarding family descended from the famous Irish Witch and Animagus Morrigan, including Isolt Sayre, the founder of Ilvermorny School in North America (Pm:Ilvermorny). Notable members include: Morrigan William Sayre Rionach Sayre Isolt Sayre… ",NaN,wizard,Pure blood,Unknown,Unknown
Scabbers,https://www.hp-lexicon.org/character/scabbers/,"Scabbers was Ron Weasley’s pet rat, until he wasn’t anymore. Scabbers was actually Peter Pettigrew in his Animagus form. After tricking Sirius, Pettigrew transformed into a rat and stayed that way for twelve years, from November 1981 to June 1994, living as Percy and then Ron’s pet, Scabbers, in order to hide from… ",Male,rat,Unknown,Unknown,Unknown
Scabior,https://www.hp-lexicon.org/character/scabior/,"Scabior was a member of the group of Snatchers who captured Harry, Ron, and Hermione (DH23). ",Male,wizard,Unknown,Unknown,Snatcher
Theseus Scamander,https://www.hp-lexicon.org/character/scamander-family/theseus-scamander/,"Theseus Scamander was the older brother of Newt Scamander, a well-known hero of World War One, and an Auror for the Ministry of Magic in the 1920s. When Newt Scamander appeared before MACUSA in 1926 after creatures escaped from his case, the British Envoy recognized his last name, as did… ",Male,wizard,Unknown,Unknown,Auror
Scarpin,https://www.hp-lexicon.org/character/scarpin/,,NaN,unknown,Unknown,Unknown,Unknown
Scrivenshaft,https://www.hp-lexicon.org/character/scrivenshaft/,,NaN,unknown,Unknown,Unknown,Unknown
Selwyn,https://www.hp-lexicon.org/character/selwyn-family/selwyn/,"One of Voldemort’s Death Eaters, first appearing in the Battle of the Seven Potters as one of the four Death Eaters pursuing Harry and Hagrid.  Selwyn, along with Travers, was responsible for bullying Xenophilius Lovegood after Luna was kidnapped by Death Eaters (DH21). ",Male,wizard,Pure blood,Unknown,Unknown
Septimus Weasley,https://www.hp-lexicon.org/character/weasley-family/septimus-weasley/,"Septimus Weasley was the father of Arthur Weasley (unverified by canon, but likely – see below) (BFT). ",Male,wizard,Pure blood,Unknown,Unknown
Seraphina Picquery,https://www.hp-lexicon.org/character/seraphina-picquery/,Seraphina Picquery was a highly accomplished American witch who served as President of the Magical Congress of the United States of America from 1920 to 1928 (Pm). Piquery was already a gifted witch during her years at Ilvermorny. She was one of the few incoming students at that school which were chosen… ,Female,witch,Unknown,Ilvermorny - Horned Serpent,President of MACUSA in the 1920s
Sgt. Fisher,https://www.hp-lexicon.org/character/sgt-fisher/,"Heavy-set police officer who, along with PC Anderson, tried to detain James and Sirius on their flying motorbike, only to watch the boys levitate the police car and then fly away. Fisher has a teenaged daughter whose boyfriend sort of resembled Sirius (Pre). ",NaN,unknown,Unknown,Unknown,Unknown
Shikoba Wolfe,https://www.hp-lexicon.org/character/wolfe/,Shikoba Wolfe was one of the four great wandmakers in United States in the 1920s. Wolfe was famous for her intricately carved wands with the core of a Thunderbird tailfeather. Her heritage was Choctaw (Pm). ,Female,witch,Unknown,Unknown,Wandmaker
Shintaro Shingo,https://www.hp-lexicon.org/character/shintaro-shingo/,"Shintaro Shingo was a Beater on the Japanese National Team at the Quidditch World Cup tournament in 2014 (Pm). Chaser Shingo and his teammate Masaki Hongo were star Chasers at the 2014 tournament, second only in popularity to the legendary Bulgarians of 1994, Volkov and Vulchanov (… ",Male,wizard,Unknown,Mahoutokouro,Quidditch player (Beater)
